618,"Ветчина Бижан говяжья, кг",https://arbuz.kz/image/f/226716-vetchina_bizhan_govyazhya_kg.jpg,3692,Бижан,"Сорт: высший.,Состав: говядина, филе куриное, соль поваренная, крахмал картофельный, соевый белок, декстроза, регулятор кислотности Е331; стабилизатор Е450, Е451, Е452; загустители Е407а, Е427, Е415; антиокислители Е301; ароматизатор: аромат говядины, регулятор цвета Е250 (нитрит натрия). Срок хранения:25 суток, при t +2+6°С",Колбасы
619,Колбаса СПК вареная Ветчина филейная (со свининой) 450 г,https://arbuz.kz/image/f/228836-kolbasa_spk_varenaya_vetchina_fileinaya_so_svininoi_450_g.jpg,780,СПК," свинина, мясо птицы, мясо птицы механической обвалки, вода, соль, крахмал картофельный, соевый белок, декстроза, животный белок, нитритно-посолочная смесь (соль, фиксатор окраски нитрит натрия), ароматизаторы, крахмал кукурузный, регулятор кислотности (Е451, Е450, Е262, Е331, молочная кислота), загуститель (каррагинан), антиокислитель (Е316, аскорбиновая кислота), усилитель вкуса и аромата Е621, краситель кармин.,усилители вкуса и аромата Е621, Е627, Е631, ароматизатор «говядина», влагоудерживающий агент Е451, Е452, консервант Е250",Колбасы
620,Колбаса YET! Говяжья вареная кг,https://arbuz.kz/image/f/238743-kolbasa_yet_govyazhya_varenaya_kg.jpg,3485,YET!,"говядина, мясо куриное, жир говяжий, крахмал картофельный, яйцо куриное, сухое молоко , соль поваренная пищевая, вода питьевая, нитритно-посолочная смесь (поваренная соль, фиксатор окраски: нитрит натрия), комплексная пищевая добавка, экстракты специй (перец черный, кориандр, мускатный орех, имбирь); сахар; консервант: Е262; стабилизатор: Е331; регуляторы кислотности: Е330, Е450, Е451; усилитель вкуса и аромата: Е621; антиоксиданты: Е300, Е315, Е316; ароматизатор мясной, пряный; краситель пищевой (ферментированный рис, сахарный колер Е150с).",Колбасы
621,Ветчина Ал Халал говяжья кг,https://arbuz.kz/image/f/232078-vetchina_al_halal_govyazhya_kg.jpg,2535,Ал Халал,"Вареная ветчина высшего сорта. Изготовляется из рубленного мясо говядины. Имеет нежный вкус и приятный аромат специй.,говядина, вода, мясо птицы, белковые добавки, чеснок,,нитритно-посолочная смесь (соль поваренная выварочная экстра, антислеживащий агент Е536, консервант-фиксатор окраски Е250), специи, животный белок, загуститель Е401, эмульгатор Е516, стабилизаторы Е412, Е450, Е451, Е410, Е415), глюкоза, антиоксилитель, Е316 и Е330, консерванты Е262, антиоксидант Е300, регулятор кислотности Е451, усилитель вкуса Е621, краситель Е124, декстроза.",Колбасы
622,"Ветчина варёно-копчёная Беккер Из свинины в оболочке, кг",https://arbuz.kz/image/f/205194-39-vetchina_var_no-kopc_ru.png,4200,Беккер,"Ветчина из свинины в оболочке в/к (батон),Свинина, лед, соль поваренная йодированная, перец белый молотый, чеснок, сахара, усилители вкуса и аромата Е621, Е627, Е631, ароматизатор «говядина», влагоудерживающий агент Е451, Е452, консервант Е250,Белки - 20 г, жиры - 17 г, углеводы - - г, калорийность - 230 ккал/960 кДж, ",Колбасы
623,Ветчина Еткон для завтрака (со свининой) кг,https://arbuz.kz/image/f/235403-vetchina_etkon_dlya_zavtraka_so_svininoi_kg.jpg,3250,Еткон,"Аппетитные ломтики или бутерброды с такой ветчиной помогут утолить голод. Она отлично подойдет для приготовления салатов, холодных закусок, солянки или начинки для пиццы.,свинина,соль,перец черный,мускатный орех,нитрит натрия.",Колбасы
624,Ветчина Риха вареная (со свининой) кг,https://arbuz.kz/image/f/232052-vetchina_riha_varenaya_kg.jpg,3185,Риха,"Вкуснейшая тонко приправленная ветчина из нежного нежирного свиного мяса. Продукт вырабатывается из наиболее ценных сортов свинины. Выпускается в натуральной и искусственной оболочке. Продукт служит идеальным источником полноценно белка и очень полезен для быстрого восстановления сил и роста организма., свинина, вода питьевая, мясо птицы, соевый изолят, молочный белок, нитритно-посолочная смесь (соль поваренная выварочная экстра, антислеживащий агент Е536, консервант-фиксатор окраски Е250), специи, животный белок, загуститель Е401, эмульгатор Е516, стабилизаторы Е412, Е450, Е451, Е410, Е415), глюкоза, антиоксилитель, Е316 и Е330, консерванты Е262, антиоксидант Е300, регулятор кислотности Е451, усилитель вкуса Е621, краситель Е124, декстроза.",Колбасы
625,Ветчина От Фермера Панфиловская из индейки кг,https://arbuz.kz/image/f/242821-vetchina_ot_fermera_panfilovskaya_iz_indeiki_kg.jpg,1975,От Фермера,"Ветчину легко нарезать тоненькими ломтиками или кубиками. Использовать как для оформления мясной тарелки для праздничного стола или добавить в салат. Вкус ветчины нежный, несолёный, без посторонних привкусов.",Колбасы
627,Колбаса Беккер популярная (со свининой),https://arbuz.kz/image/f/202888-kolbasa_bekker_populyarnaya_so_svininoi_.jpg,3010,Беккер,"Состав: Свинина, говядина, лед, животный белок, крахмал картофельный, соль поваренная йодированная, чеснок, загуститель камеди (гуаровая, ксантовая, тары), влагоудерживающий агент Е450, Е451, Е452, усилитель вкуса и аромата Е621, антиокислители Е300, Е316, Е330, пряности, пищевой краситель Е120, консервант Е250, ароматизаторы (молоко, мускатный орех, кардамон, перец чили).,,Энергетическая ценность на 100г:,Белки - 11,0 г, жиры - 17,0 г, углеводы - 5,0 г, калорийность - 220 ккал/920 кдж             , ",Колбасы
628,Колбаса Беккеренок Детская (со свининой),https://arbuz.kz/image/f/202848-39-kolbasa_bekkerenok_d_ru.png,3535,Беккер,"Детская линия продуктов Беккерёнок специально разработана из высших сортов охлажденного мяса с добавлением натуральных специй.,Продукция полностью соответствует требованиям безопасности продуктов, предназначенных для детского питания и рекомендована для детей от 3-х лет.,Самым маленьким – все самое вкусное от Беккерёнка!,Состав: свинина, говядина, лед, молоко сухое, соль поваренная йодированная, яичный порошок, стабилизатор: цитрат натрия, каррагинан; антиокислитель - аскорбиновая кислота, мускатный орех молотый, консервант Е250.,,Энергетическая ценность на 100г:,Белки - 22 г, жиры - 13 г, углеводы - 3 г, калорийность - 220 ккал/920 кДж, ",Колбасы
629,Колбаса варёная Беккер аппетитная (со свининой) 1 кг,https://arbuz.kz/image/f/202752-kolbasa_var_naya_bekker_appetitnaya_so_svininoi_1_kg.jpg,2845,Беккер," Говядина, свинина, лед, животный белок, молоко сухое, яичный порошок, загустители камеди(гуаровая, ксантовая, тары), усилитель вкуса Е621, крахмал картофельный, соль поваренная йодированная, влагоудерживающий агент Е452, натуральные ароматизаторы: кориандр, кардамон, перец черный, тмин, мускатных орех, пищевой краситель Е124, консервант Е250.,Энергетическая ценность на 100г:,белки 14 г,жиры 15 г,калорийность 200 ккал / 840кДж, ",Колбасы
630,Колбаса варёная Беккер Бутербродная (со свининой) 1 кг,https://arbuz.kz/image/f/202751-39-kolbasa_var_naya_bek_ru.jpg,3550,Беккер,"Состав: Говядина, свинина, лед, крахмал картофельный, соль поваренная йодированная, влагоудерживающий агент Е452, животный белок, усилитель вкуса и аромата Е621, антиокислитель Е316, пряности, сахара, молоко сухое, пищевой краситель Е120, консервант Е250,,Энергетическая ценность на 100г:,белки 13г,жиры 19г,калорийность 220 ккал / 920кДж,,Условия и срок хранения: от +2С до +8С ",Колбасы
631,Малина Hortex в белом шоколаде 100 г,https://arbuz.kz/image/f/251316-malina_hortex_v_belom_shokolade_100_g.jpg,885,Hortex,"Состав: белый шоколад (сахар, масло какао, сухое цельное молоко, эмульгатор (соевый лецитин), натуральный ароматизатор (ванилин), малина.",Замороженные продукты
632,Колбаса варёная Беккер восточная 1 кг,https://arbuz.kz/image/f/202754-kolbasa_var_naya_bekker_vostochnaya_1_kg.jpg,4010,Беккер,"Состав: говядина, мясо куриное, лед, крахмал картофельный, соль поваренная йодированная, протеин, пряности, молоко сухое, яичный порошок, влагоудерживающий агент Е450, Е451, Е452, сахар-песок, усилитель вкуса и аромата Е621, антиокислитель Е316, краситель пищевой Е120, консервант Е250,,Энергетическая ценность на 100г:,белки 12 г,,жиры 14 г,,углеводы 2 г,,калорийность - 180 ккал/750 кДж",Колбасы
633,Ветчина Знаменский свиная по итальянскому рецепту 500 г,https://arbuz.kz/image/f/227326-vetchina_znamenskii_po_italyanskomu_receptu_500_g.jpg,1910,Знаменский,"Состав: свинина, вода, шпик, шкура свиная, соль, стабилизатор (Е452i), мальтодекстрин, экстракты пряностей (с сельдереем), декстроза, усилитель вкуса (Е621), антиокислитель (изоаскорбат натрия), стабилизатор (Е450iii), регулятор кислотности (Е451i), загуститель (каррагинан, ксантановая камедь) соевый белок, крахмал картофельный, регуляторы кислотности (ацетат натрия, цитрат натрия), пряности (чеснок, черный перец), антиоксидант (аскорбат натрия, аскорбиновая кислота), экстракты пряностей (лавровый лист, орегано), фермент (трансглютаминаза), растительное (подсолнечное) масло, краситель (кармин), фиксатор окраски (нитрит натрия),В продукте возможно присутствие следов: горчицы, молочного белка, пшеницы, мускатного ореха и продуктов их переработки",Колбасы
634,Колбаса Бижан Докторская вареная в/c (со свининой) кг,https://arbuz.kz/image/f/226714-kolbasa_bizhan_doktorskaya_varenaya_v_c_so_svininoi_kg.jpg,3556,Бижан," свинина, вода, говядина, филе куриное, яйцо куриное, сухое молоко обезжиренное, крахмал картофельный, соль поваренная йодированная, белок говяжий, стабилизатор Е450, сахар, мускатный орех, загустители Е407, Е412, Е415, мальтодекстрин, декстроза, антиокислители Е300, усилитель вкуса Е621, краситель пищевой Е124, регулятор цвета Е250.",Колбасы
635,Колбаса Папа может филейная (со свининой) 500 г,https://arbuz.kz/image/f/227330-kolbasa_papa_mozhet_fileinaya500_g.jpg,1315,Папа может,"Вареная колбаса ""Филейная"" делается из мяса птицы. Для ее изготовления используются куриные грудки, поэтому продукт получается вкусным, нежным, а также легко усваивается.,филе грудок куриных, вода, говядина, комплексные пищевые добавки (животный белок, молочный белок, стабилизаторы: Е410, Е415, Е417, Е452(i), Е471; регуляторы кислотности: E450(i), E451(i), E262(i,ii), E331(iii); посолочно-нитритная смесь (соль, фиксатор окраски Е250), пряности (в т.ч. мускатный орех, сельдерей, горчичное семя), сахар, ароматизаторы, усилитель вкуса и аромата Е621, антиокислитель Е316), крахмал картофельный, соль, нитритно-посолочная смесь (соль, фиксатор окраски Е250), краситель Е120.",Колбасы
636,Колбаса Беккер докторская (со свининой) 1 кг,https://arbuz.kz/image/f/202755-39-kolbasa_bekker_dokto_ru.jpg,4740,Беккер,"Состав: Свинина, говядина, лед, сухое молоко, яичный порошок, соль поваренная йодированная, стабилизатор Е450, сахар-песок, мускатный орех, консервант Е250,,Энергетическая ценность на 100г:,белки - 14 г,,жиры - 18 г,,углеводы - г,,калорийность - 220 ккал/920 кДж",Колбасы
637,Колбаса Беккер молочная в синюге (со свининой),https://arbuz.kz/image/f/202878-39-kolbasa_bekker_moloc_ru.png,3900,Беккер,"Состав: Свинина, говядина, лед, молоко сухое, крахмал картофельный, соль поваренная йодированная, яичный порошок, стабилизатор Е452, перец черный молотый молотый, сахар-песок, мускатный орех, консервант Е250,,Энергетическая ценность на 100г:,Белки - 17,0 г, жиры - 15,0 г, углеводы - 3,0 г, калорийность - 220 ккал/920 кДж",Колбасы
638,Колбаса Останкино докторская (со свининой) 500 г,https://arbuz.kz/image/f/227331-kolbasa_ostankino_doktorskaya_500_g.jpg,1500,Останкино,"Состав: Свинина, говядина, вода, соль, молоко сухое, яичный меланж , регуляторы кислотности Е450, сахар, антиокислитель аскорбиновая кислота, мускатный орех, усилитель вкуса и аромата Е621, фиксатор окраски Е250.,Произведена в соответствии с государственным стандартом. Мясной продукт категории А. Охлажденный.",Колбасы
639,Колбаса Черкизово докторская губернская (со свининой) 1 кг,https://arbuz.kz/image/f/227345-kolbasa_cherkizovo_doktorskaya_gubernskaya_1_kg.jpg,1380,Черкизово,"мясо птицы механической обвалки, вода, мясо птицы, соевый белок, крахмал картофельный, соль нитритная (соль, фиксатор окраски-нитрит натрия), сахар, чеснок свежий, стабилизаторы (альгинат натрия, пиро-, трифосфат натрия), декстроза, сухое молоко, мускатный орех, кардамон, ароматизатор свинины, антиокислитель (аскорбиновая кислота), загустители (гуаровая и ксантановая камеди, камедь рожкового дерева), пищевые красители (кармин, гемоглобин).",Колбасы
640,Колбаса Инко-Фуд вареная с маслицем (со свининой) кг,https://arbuz.kz/image/f/228829-kolbasa_inko-fud_varenaya_s_maslicem_so_svininoi_kg.jpg,2770,Инко-Фуд," свинина, говядина, вода, масло сливочное, соль, сыворотка сухая подсырная, яичный порошок, стабилизатор пирофосфаты, усилитель вкуса и аромата: глутамат, гуанилат и инозинат натрия; специи, экстракты  специй, антиокислитель: аскорбиновая колбаса, изоаскорбат натрия; загуститель: каррагиан, гуаровая, ксантовая и тары камедь; желирующий агент хлорид калия, регулятор кислотности: ацетаты и цитраты натрия, трифосфаты; консервант пиросульфат натрия, ароматизаторы пищевые (любисток, мацис, сливки), натуральный краситель кармины, антислеживающий агент Е536, фиксатор окраски нитрит натрия.",Колбасы
641,Колбаса БМК Телячья вареная мясная высший сорт 650 г,https://arbuz.kz/image/f/228823-kolbasa_bmk_telyachya_varenaya_myasnaya_vysshii_sort_650_g.jpg,1485,БМК," свинина, вода, говядина, жир-сырец, эмульсия из свиной шкурки, вода, соль йодированная, агент антислеживающий Е536, телятина, сыворотка молочная сухая, меланж, комплексная пищевая добавка, стабилизаторы (каррагинан из водорослей, ксантовая камедь), загустители (конжак, карбоксиметилцеллюлоза, агент желирующий хлорид калия, соль), комплексная пищевая добавка для мясной продукции с йодом, фикрастор окраски нитрит натрия, комплексная пищевая добавка (приправы и экстракты приправ (чеснок, перец, мускатный орех, кардамон)), эмульгатор пирофосфаты, регулятор кислотности трифосфаты, соль, декстроза, усилитель вкуса и аромата глутамат натрия, антиокислитель (аскорбиновая кислота), соль, вкусо-ароматическая пищевая добавка (белок молочный, ароматизатор ""сливки"", регулятор кислотности лимонная кислота, краситель кармин. ",Колбасы
642,Колбаса Стародворье докторская шт 500 г,https://arbuz.kz/image/f/227327-kolbasa_starodvore_doktorskaya_500_g.jpg,1055,Стародворье,"Состав: говядина, свинина, вода, филе куриных грудок, белковый стабилизатор, молоко сухое, крахмал картофельный, меланж яичный, нитритная соль (соль, фиксатор окраски: нитрит натрия), пряности, пряности, белок животный, стабилизаторы (камедь рожкового дерева, полифосфат натрия, Е407)., ",Колбасы
643,Колбаса Инко-Фуд Докторская прима (со свининой) кг ,https://arbuz.kz/image/f/228825-kolbasa_inko-fud_doktorskaya_prima_500_g.jpg,2510,Инко-Фуд,"свинина,вода, молоко сухое обезжиренное, соль, яичный порошок, специи, экстракты специй, усилитель вкуса и аромата глутамат натрия, антиокислитель: аскорбат и изоаскорбат натрия, стабилизатор пирофосфаты, загуститель: каррагинан, гуаровая, ксантовая и тары камедь; регулятор кислотности: ацетаты и цитраты натрия, трифосфаты; консервант пиросульфит натрия, натуральный краситель кармины, антислеживающий агент Е536, фиксатор окраски нитрит натрия.",Колбасы
644,Колбаса Риха Докторская высший сорт в/у кг,https://arbuz.kz/image/f/232055-kolbasa_riha_doktorskaya_vysshii_sort_kg.jpg,3135,Риха,"Легендарная вареная колбаса. Производится строго по ГОСТУ. Имеет непревзойденный традиционный вкус.,свинина, говядина, вода, мясо птицы, соевый изолят, молочный белок, яйца-куриные, нитритно-посолочная смесь (соль поваренная экстра выварочная, антислеживающий агент Е536, консервант окраски Е250), специи, животный белок, загуститель Е401, эмульгатор Е516, стабилизаторы (Е412, Е450, Е451, Е410, Е415), глюкоза, антиокислители (Е316, Е330), консерванты Е662, антиоксидант Е300, регулятор кислотности Е451, усилитель вкуса и аромата Е621, краситель Е124, декстроза.",Колбасы
645,Колбаса Первомайские Деликатесы Чайная кг,https://arbuz.kz/image/f/233067-kolbasa_pervomaiskie_delikatesy_chainaya_kg.jpg,2600,Первомайские Деликатесы,"Изделие колбасное вареное категории А.,говядина, свинина, шпик, вода, крахмал, соль поваренная пищевая, нитритно-посолочная смесь (фиксатор окраски нитрит натрия), чеснок, сахар-песок, пряности (перец черный, кориандр), стабилизатор дифосфат натрия, экстракт пряностей, антиокислитель изоаскорбиновая кислота, усилитель вкуса моноглютамат натрия, инозинат натрия, регуляторы кислотности диацетат натрия, цитрат натрия.,Пищевая ценность в 100 г: белки 11 г, жиры 23 г. Энергетическая ценность/калорийность 251 ккал/ 1050 кДж. ",Колбасы
646,Колбаса Еткон Докторская вареная (со свининой) кг,https://arbuz.kz/image/f/235404-kolbasa_etkon_doktorskaya_varenaya_so_svininoi_kg.jpg,3510,Еткон,"Вкус настоящей докторской колбасы никого не оставит равнодушным. Изделие отлично подойдет для бутербродов, приготовления закусок, салатов и окрошки., свинина,говядина,яйцо,молоко,соль пищевая,стабилизатор(триполифосфат натрия пищевой),сахар,мускатный орех,фиксатор окраски(нитрит натрия).",Колбасы
647,Колбаса Первомайские Деликатесы Докторская вареная кг,https://arbuz.kz/image/f/233066-kolbasa_pervomaiskie_delikatesy_doktorskaya_varenaya_kg.jpg,3055,Первомайские Деликатесы,"Изделие колбасное вареное категории А., говядина, свинина, вода, порошок яичный, молоко коровье сухое, соль поваренная пищевая, нитритно-посолочная смесь (фиксатор окраски нитрит натрия), сахар-песок, пряности (орех мускатный), стабилизатор дифосфат натрия, экстракт пряностей, антиокислитель аскорбиновая кислота, усилитель вкуса моноглютамат натрия, регуляторы кислотности диацетат натрия, цитрат натрия.,Пищевая ценность в 100 г: белки 12 г, жиры 20 г. Энергетическая ценность/калорийность 228 ккал/ 953 кДж.",Колбасы
648,Колбаса Еткон Докторская вареная в синюге (со свининой) кг,https://arbuz.kz/image/f/236194-kolbasa_etkon_doktorskaya_varenaya_v_sinyuge_so_svininoi_kg.jpg,3510,Еткон,"свинина, говядина, яйцо, молоко, соль пищевая, стабилизатор (триполифосфат натрия пищевой), сахар, мускатный орех, фиксатор окраски (нитрит натрия).",Колбасы
649,Колбаса От Фермера Панфиловская говяжья кг,https://arbuz.kz/image/f/242822-kolbasa_ot_fermera_panfilovskaya_govyazhya_kg.jpg,1820,От Фермера," говядина, соль, пряности, антиоксилитель Е300 и Е330, влагоудерживающий агент Е450, регулятор кислотности Е575, пищевой краситель Е120.",Колбасы
650,Колбаса От Фермера Панфиловская вареная кг,https://arbuz.kz/image/f/242817-kolbasa_ot_fermera_panfilovskaya_varenaya_kg.jpg,1390,От Фермера," мясо птицы, лед, крахмал, молоко сухое, соль, пряности, антиоксилитель Е300 и Е330, влагоудерживающий агент Е450, регулятор кислотности Е575, пищевой краситель Е120.",Колбасы
652,Колбаса От Фермера Молочная вареная кг,https://arbuz.kz/image/f/242827-kolbasa_ot_fermera_molochnaya_varenaya_kg.jpg,2410,От Фермера,"говядина, свинина, мясо птицы, соль, вода, молоко сухое, яйцо, пряности,влагоудерживающий агент Е450, регулятор кислотности Е575, стабилизатор Е 470.",Колбасы
653,Нарезка От Фермера Бастурма говяжья кг,https://arbuz.kz/image/f/246152-narezka_ot_fermera_basturma_govyazhya_kg.jpg,6270,От Фермера," говядина, пажитник, красный перец, мука, чеснок.",Колбасы
654,Колбаса варёно-копчёная Беккер Сервелат (со свининой) кг,https://arbuz.kz/image/f/205193-39-kolbasa_var_no-kopch_ru.png,4820,Беккер,"Колбаса в/к «Сервелат от Беккера»,Свинина, говядина, соль поваренная йодированная, сахар-песок, влагоудерживающий агент Е450, Е452, регулятор кислотности Е451, перец черный молотый, мускатный орех, пищевой краситель Е124, усилитель вкуса и аромата Е621, экстракты тмина, имбиря, перца душистого, консервант Е250 , ,Белки - 22 г, жиры - 23 г, углеводы - - г, калорийность - 300 ккал/1260 кДж",Колбасы
655,Сосиски Алимпиев говяжьи в/у кг,https://arbuz.kz/image/f/53158-sosiski_alimpiev_govyazhi_v_u_kg.jpg,2535,Алимпиев,"Состав: Мясо говядина, мясо птицы, жир говяжий,специи, нитритно-посолочная смесь. Сделано по всем правилам Халал продукции.,Средний вес продукта 500 грамм., , , ",Колбасы
657,"Молоко Простоквашино 2,5% 950 мл",https://arbuz.kz/image/f/56050-moloko_prostokvashino_2_5_950_ml.jpg,574,Простоквашино,"Молоко Простоквашино – натуральное молоко, которое не содержит в своём составе консервантов и прочих ненатуральных веществ. , нормализованное молоко.",Молочные продукты
658,Молоко Разия 3.2% 1 л,https://arbuz.kz/image/f/232772-moloko_raziya_3_2_1_l.jpg,390,Разия,"Коровье молоко 3,2%, при регулярном употреблении поддерживает иммунитет, снижает раздражительность, укрепляет память, положительно влияет микрофлору кишечника и продолжительность жизни. На молоке 3,2% хорошо варить каши, кисели, добавлять в тесто. Такое молоко самым великолепным образом подходит для приготовления творога, простокваши, ряженки, различных кисломолочных продуктов, теста и даже мороженого. Коровье молоко 3,2% прекрасно сочетается с мёдом.,натуральное нормализованное коровье молоко.",Молочные продукты
659,Молоко JLC 2.5% 900 мл,https://arbuz.kz/image/f/236127-moloko_jlc_2_5_900_ml.jpg,220,JLC,"Коровье молоко — это натуральный продукт, который имеет нежный вкус и тонкий естественный молочный аромат. Его приятно употреблять как самостоятельный напиток, можно готовить на его основе горячие (гоголь-моголь) и холодные коктейли, использовать его в качестве основы для теста или просто добавлять в чай и кофе, чтобы сделать их нежнее и ароматнее. , ",Молочные продукты
660,Молоко JLC 3.2% 900 мл,https://arbuz.kz/image/f/236128-moloko_jlc_3_2_900_ml.jpg,252,JLC,"Молоко , незаменимый и полезный напиток. Процент жирности влияет на его вкусовые качества: чем больше содержание в молоке жира, тем плотнее и вкуснее оно будет. Из молока можно приготовить несчетное количество блюд. Любители домашней еды могут порадовать свою семью творогом, сгущенкой или йогуртом собственного приготовления.",Молочные продукты
661,"Молоко Простоквашино Ультрапастеризованное 3,2% 950 мл",https://arbuz.kz/image/f/225805-moloko_prostokvashino_ultrapasterizovannoe_3_2_950_ml.jpg,611,Простоквашино,"Молоко Простоквашино ультрапастеризованное 3,2% производится путем ультрапастеризации: молоко нагревается и охлаждается всего за несколько секунд, следуя прямиком в стерильную тару, сохраняя и вкус, и пищевую ценность. Молоко ""Простоквашино"" обладает 5 гарантиями качества:,1. Из 100% натурального молока;,2. Неизменно отличный вкус;,3. Строгий контроль на антибиотики;,4. Без консервантов;,5. Без сухого молока и растительных жиров., нормализованное молоко.",Молочные продукты
662,Молоко Бурненское 3.2% 1 л,https://arbuz.kz/image/f/237837-moloko_burnenskoe_3_2_1_l.jpg,364,Бурненское,"Вкусный ароматный напиток содержит ценнейшие компоненты: серу, хлор, фосфор, калий, необходимый для костей кальций, натрий и магний, фтор, йод, медь, селен, олово и железо, витамины А, группы В (рибофлавин, тиамин, кобаламин и другие), С, D, РР и холин. Пол литра молока 3,2% в день дает суточную норму кальция и одну треть необходимых человеку углеводов.,На молоке 3,2% хорошо варить каши, кисели, добавлять в тесто. Такое молоко самым великолепным образом подходит для приготовления творога, простокваши, ряженки, различных кисломолочных продуктов, теста и даже мороженого. ",Молочные продукты
663,Колбаса Беккер Любительская (со свининой),https://arbuz.kz/image/f/202877-kolbasa_bekker_lyubitelskaya_so_svininoi_.jpg,3510,Беккер,"свинина, говядина, лед, соль поваренная йодированная,  стабилизатор  Е450 и Е451, загуститель Е401, усилитель аромата и вкуса Е621, ароматизатор мясной, экстракты пряностей, краситель пищевой Е124, сахар-песок, консервант Е250.",Колбасы
664,Колбаса Еткон Любительская вареная в синюге (со свининой) кг,https://arbuz.kz/image/f/236196-kolbasa_etkon_lyubitelskaya_varenaya_v_sinyuge_so_svininoi_kg.jpg,3770,Еткон," говядина, свинина, шпик, соль, сахар, перец черный, мускатный орех, нитрит натрия.",Колбасы
665,Молоко Бурненское 6% 1 л,https://arbuz.kz/image/f/237838-moloko_burnenskoe_6_1_l.jpg,377,Бурненское,"коровье молоко, обезжиренное молоко.",Молочные продукты
669,Молоко КХ Вак 3.6% 1 л,https://arbuz.kz/image/f/241084-moloko_kh_vak_3_6_1_l.jpg,435,КХ Вак,"Молоко коровье 3,6% — удивительная смесь жизненно важных веществ, полезный и вкусный напиток. Его можно смешивать с мёдом, сухофруктами, некоторыми специями. Молоко 3,6% используют в приготовлении соусов, различных кондитерских изделий, супов и коктейлей. Из него получается прекрасная простокваша, творог, йогурт и другая кисломолочная продукция.",Молочные продукты
670,Молоко КХ Вак топленое 4% 500 мл,https://arbuz.kz/image/f/241086-moloko_kh_vak_toplenoe_4_500_ml.jpg,550,КХ Вак,"Молоко топлёное употребляют как самостоятельный напиток, готовят на его основе различные полезные блюда. Из топленого молока можно получить очень вкусные и диетические продукты: ряженку и варенец. Варенец считается очень хорошим средством для повышения иммунитета. Получится очень вкусная каша, если вместо обычного молока взять топлёное. Из этого молока варят молочные супы.",Молочные продукты
671,Молоко КХ Вак топленое 4% 1 л,https://arbuz.kz/image/f/241088-moloko_kh_vak_toplenoe_4_1_l.jpg,820,КХ Вак,"Молоко топлёное употребляют как самостоятельный напиток, готовят на его основе различные полезные блюда. Из топленого молока можно получить очень вкусные и диетические продукты: ряженку и варенец. Варенец считается очень хорошим средством для повышения иммунитета. Получится очень вкусная каша, если вместо обычного молока взять топлёное. Из этого молока варят молочные супы.",Молочные продукты
672,Молоко Айналайын 1% 1 л,https://arbuz.kz/image/f/242936-moloko_ainalaiyn_1_1_l.jpg,395,Айналайын,"Для изготовления «Айналайын» фермерские хозяйства поставляют на завод Raimbek Agro исключительно высококачественное свежее молоко.  В процессе производства оно подвергается температурной обработке, после чего в стерильных условиях разливается в пачки., молоко обезжиренное, молоко цельное.,Пищевая цeннocть на 100 г продукта: белки - 2,8 г; жиры - 1,0 г; углеводы - 4,7 г. Энергетическая цeннocть: 39 ккал",Молочные продукты
673,Молоко Айналайын 2.5% 1 л,https://arbuz.kz/image/f/242939-moloko_ainalaiyn_3_2_1_l.jpg,415,Айналайын,"Для изготовления «Айналайын» фермерские хозяйства поставляют на завод Raimbek Agro исключительно высококачественное свежее молоко.  В процессе производства оно подвергается температурной обработке, после чего в стерильных условиях разливается в пачки., молоко обезжиренное, молоко цельное., ",Молочные продукты
674,Молоко Айналайын 3.2% 1 л,https://arbuz.kz/image/f/242948-moloko_ainalaiyn_3_2_1_l.jpg,435,Айналайын,"Лучшее натуральное молоко в Казахстане. Для изготовления «Айналайын» фермерские хозяйства поставляют на завод Raimbek Agro исключительно высококачественное свежее молоко.  В процессе производства оно подвергается температурной обработке, после чего в стерильных условиях разливается в пачки.,Состав: молоко обезжиренное, молоко цельное.,Пищевая цeннocть на 100 г продукта:белки - 2,8 г;жиры - 3,2 г;углеводы - 4,7 г.Энергетическая цeннocть: 58,8 ккал.",Молочные продукты
675,Напиток Actimel кисломолочный Гранат 100 г ,https://arbuz.kz/image/f/207917-napitok_actimel_kislomolochnyi_granat_100_g_.jpg,199,Danone,"Кисло-сладкие плоды граната, содержащие большое количество антиоксидантов, издревле известны своими полезными свойствами. Но большинство людей просто любит гранат за его насыщенный терпкий вкус. Напиток Актимель Гранат поможет укрепить иммунитет: он содержит 10 млрд. лактобактерий L’Casei Imunitass, а также витамины D3 и B6. Для укрепления иммунитета рекомендуется выпивать 2 бутылочки Actimel в день. Так вы обогатите свой организм полезными бактериями и витаминами, которые необходимы для нормальной работы иммунной системы.,молоко обезжиренное, вода, сахар, сливки, добавка фруктовая (вода, глюкозно-фруктозный сироп, концентрированный сок граната, загуститель – Е1442, ароматизатор, регулятор кислотности – цитрат натрия), молоко сухое обезжиренное, глюкоза, витамин B6, витамин D3, йогуртовая закваска, лактобактерии L’Casei Imunitass.",Молочные продукты
